,index,servicerequestnum,code,codeDescription,Neighborhood,address,city,state,zip,methodReceived,createdDate,dueDate,statusDate,status,activity,outcome,updatedDate,codedAddress,latitude,longitude,year,quarter,week,dayofyear
15383,633488,14-00821263,HLTHRATR,SW-Rat Rubout,NORTHWEST COMMUNITY ACTION,2810  BAKER ST ,BALTIMORE CITY,MD,21216.0,Phone,2014-11-01 01:57:04,11/15/2014,11/12/2014,CLOSED,Dispatch Investigator,Area Baited,11/12/2014,"(u'2810 Baker St, Baltimore, Maryland, 21216',)",39.306028258000005,-76.6642610745,2014,4,44,305
15159,633264,14-00822224,HLTHRATR,SW-Rat Rubout,CARROLLTON RIDGE,305 S SMALLWOOD ST ,BALTIMORE CITY,MD,21223.0,Phone,2014-11-01 18:18:51,11/15/2014,11/14/2014,CLOSED,Dispatch Investigator,Area Baited,11/14/2014,"(u'305 S Smallwood St, Baltimore, Maryland, 21223',)",39.283892695,-76.6511955916,2014,4,44,305
15114,633219,14-00822476,HLTHRATR,SW-Rat Rubout,EASTERWOOD,1703  APPLETON ST ,BALTIMORE CITY,MD,21217.0,Phone,2014-11-01 19:36:21,11/15/2014,11/17/2014,CLOSED,Dispatch Investigator,Area Baited,11/17/2014,"(u'1703 Appleton St, Baltimore, Maryland, 21217',)",39.307972345799996,-76.64888553,2014,4,44,305
15106,633211,14-00822515,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3500  LYNDALE AVE ,BALTIMORE CITY,MD,21213.0,Mass Closed,2014-11-01 19:58:33,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3500 Lyndale Ave, Baltimore, Maryland, 21213',)",39.3165377552,-76.572249068,2014,4,44,305
15105,633210,14-00822515,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3500  LYNDALE AVE ,BALTIMORE CITY,MD,21213.0,Mass Entry,2014-11-01 19:58:33,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3500 Lyndale Ave, Baltimore, Maryland, 21213',)",39.3165377552,-76.572249068,2014,4,44,305
15104,633209,14-00822518,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3516  LYNDALE AVE ,BALTIMORE CITY,MD,21213.0,Mass Closed,2014-11-01 19:59:29,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3516 Lyndale Ave, Baltimore, Maryland, 21213',)",39.3165179414,-76.571679129,2014,4,44,305
15103,633208,14-00822518,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3516  LYNDALE AVE ,BALTIMORE CITY,MD,21213.0,Mass Entry,2014-11-01 19:59:29,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3516 Lyndale Ave, Baltimore, Maryland, 21213',)",39.3165179414,-76.571679129,2014,4,44,305
15102,633207,14-00822520,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3544  LYNDALE AVE ,BALTIMORE CITY,MD,21213.0,Mass Closed,2014-11-01 20:00:01,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3544 Lyndale Ave, Baltimore, Maryland, 21213',)",39.3164584998,-76.5705497397,2014,4,44,305
15101,633206,14-00822520,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3544  LYNDALE AVE ,BALTIMORE CITY,MD,21213.0,Mass Entry,2014-11-01 20:00:01,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3544 Lyndale Ave, Baltimore, Maryland, 21213',)",39.3164584998,-76.5705497397,2014,4,44,305
15100,633205,14-00822524,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3550  LYNDALE AVE ,BALTIMORE CITY,MD,21213.0,Mass Closed,2014-11-01 20:00:35,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3550 Lyndale Ave, Baltimore, Maryland, 21213',)",39.316448010100004,-76.57033878029999,2014,4,44,305
15099,633204,14-00822524,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3550  LYNDALE AVE ,BALTIMORE CITY,MD,21213.0,Mass Entry,2014-11-01 20:00:35,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3550 Lyndale Ave, Baltimore, Maryland, 21213',)",39.316448010100004,-76.57033878029999,2014,4,44,305
15095,633200,14-00822534,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3552  LYNDALE AVE ,BALTIMORE CITY,MD,21213.0,Mass Closed,2014-11-01 20:02:16,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3552 Lyndale Ave, Baltimore, Maryland, 21213',)",39.316448010100004,-76.5702595249,2014,4,44,305
15096,633201,14-00822534,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3552  LYNDALE AVE ,BALTIMORE CITY,MD,21213.0,Mass Entry,2014-11-01 20:02:16,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3552 Lyndale Ave, Baltimore, Maryland, 21213',)",39.316448010100004,-76.5702595249,2014,4,44,305
15094,633199,14-00822535,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3548  ELMORA AVE ,BALTIMORE CITY,MD,21213.0,Mass Entry,2014-11-01 20:02:58,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3548 Elmora Ave, Baltimore, Maryland, 21213',)",39.3157382085,-76.5705194361,2014,4,44,305
15093,633198,14-00822535,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3548  ELMORA AVE ,BALTIMORE CITY,MD,21213.0,Mass Closed,2014-11-01 20:02:58,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3548 Elmora Ave, Baltimore, Maryland, 21213',)",39.3157382085,-76.5705194361,2014,4,44,305
15091,633196,14-00822539,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3550  ELMORA AVE ,BALTIMORE CITY,MD,21213.0,Mass Entry,2014-11-01 20:03:52,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3550 Elmora Ave, Baltimore, Maryland, 21213',)",39.3157382085,-76.5704495048,2014,4,44,305
15092,633197,14-00822539,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3550  ELMORA AVE ,BALTIMORE CITY,MD,21213.0,Mass Closed,2014-11-01 20:03:52,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3550 Elmora Ave, Baltimore, Maryland, 21213',)",39.3157382085,-76.5704495048,2014,4,44,305
15087,633192,14-00822548,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3552  ELMORA AVE ,BALTIMORE CITY,MD,21213.0,Mass Closed,2014-11-01 20:04:39,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3552 Elmora Ave, Baltimore, Maryland, 21213',)",39.3157382085,-76.5703690839,2014,4,44,305
15088,633193,14-00822548,RATRUBPR,SW-Rat Rubout - Proactive,BELAIR-EDISON,3552  ELMORA AVE ,BALTIMORE CITY,MD,21213.0,Mass Entry,2014-11-01 20:04:39,11/06/2014,11/01/2014,CLOSED,Dispatch Investigator,Area Baited,11/01/2014,"(u'3552 Elmora Ave, Baltimore, Maryland, 21213',)",39.3157382085,-76.5703690839,2014,4,44,305
14645,632750,14-00823171,HLTHRATR,SW-Rat Rubout,CENTRAL PARK HEIGHTS,3737  OAKMONT AVE ,BALTIMORE CITY,MD,21215.0,Phone,2014-11-01 22:53:46,11/15/2014,11/17/2014,CLOSED,Dispatch Investigator,Area Baited,11/17/2014,"(u'3737 Oakmont Ave, Baltimore, Maryland, 21215',)",39.3425475077,-76.6774990554,2014,4,44,305
14250,632355,14-00824524,HLTHRATR,SW-Rat Rubout,PARKVIEW/WOODBROOK,2729  PARKWOOD AVE ,BALTIMORE CITY,MD,21217.0,Phone,2014-11-02 22:33:49,11/16/2014,11/17/2014,CLOSED,Dispatch Investigator,Area Baited,11/17/2014,"(u'2729 Parkwood Ave, Baltimore, Maryland, 21217',)",39.314873391599996,-76.6456313971,2014,4,44,306
14222,632327,14-00824716,HLTHRATR,SW-Rat Rubout,LAKELAND,2708  NORTHSHIRE DR ,BALTIMORE CITY,MD,21230.0,Phone,2014-11-02 23:29:09,11/16/2014,11/08/2014,CLOSED,Dispatch Investigator,Area Baited,11/07/2014,"(u'2708 Northshire Dr, Baltimore, Maryland, 21230',)",39.2564563453,-76.64268729279999,2014,4,44,306
13017,631122,14-00825116,HLTHRATR,SW-Rat Rubout,CONCERNED CITIZENS OF FOREST PARK,3015  CHELSEA TER ,BALTIMORE CITY,MD,21216.0,Phone,2014-11-03 15:06:54,11/17/2014,11/14/2014,CLOSED,Dispatch Investigator,Area Baited,11/14/2014,"(u'3015 Chelsea Ter, Baltimore, Maryland, 21216',)",39.3222359838,-76.6823720958,2014,4,45,307
14086,632191,14-00825053,HLTHRATR,SW-Rat Rubout,BELAIR-EDISON,3632  ERDMAN AVE ,BALTIMORE CITY,MD,21213.0,Internet,2014-11-03 06:31:06,11/17/2014,11/13/2014,CLOSED,Dispatch Investigator,Area Baited,11/13/2014,"(u'3632 Erdman Ave, Baltimore, Maryland, 21213',)",39.3166671281,-76.569292143,2014,4,45,307
12461,630566,14-00826796,HLTHRATR,SW-Rat Rubout,MONDAWMIN,2007  WALBROOK AVE ,BALTIMORE CITY,MD,21217.0,Phone,2014-11-03 19:28:19,11/17/2014,11/18/2014,CLOSED,Dispatch Investigator,Area Baited,11/18/2014,"(u'2007 Walbrook Ave, Baltimore, Maryland, 21217',)",39.310773091,-76.6505300789,2014,4,45,307
12431,630536,14-00826894,HLTHRATR,SW-Rat Rubout,LAKELAND,2628  NORTHSHIRE DR ,BALTIMORE CITY,MD,21230.0,Phone,2014-11-03 19:42:56,11/17/2014,11/08/2014,CLOSED,Dispatch Investigator,Area Baited,11/07/2014,"(u'2628 Northshire Dr, Baltimore, Maryland, 21230',)",39.2567768628,-76.6431674867,2014,4,45,307
14065,632170,15-00141616,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,612 N STREEPER ST ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'612 N Streeper St, Baltimore, Maryland, 21205',)",39.2982577333,-76.5773353997,2014,4,45,307
14066,632171,15-00141632,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,2815 E MONUMENT ST ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'2815 E Monument St, Baltimore, Maryland, 21205',)",39.298993176399996,-76.5775090615,2014,4,45,307
14064,632169,15-00141515,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,608 N STREEPER ST ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'608 N Streeper St, Baltimore, Maryland, 21205',)",39.2981773123,-76.5773260755,2014,4,45,307
13070,631175,14-00834784,RATRUBPR,SW-Rat Rubout - Proactive,EASTERWOOD,1701  APPLETON ST ,BALTIMORE CITY,MD,21217.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'1701 Appleton St, Baltimore, Maryland, 21217',)",39.3079327181,-76.64888553,2014,4,45,307
13282,631387,15-00141493,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,645 N KENWOOD AVE ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'645 N Kenwood Ave, Baltimore, Maryland, 21205',)",39.2988626389,-76.5780148978,2014,4,45,307
13283,631388,15-00141496,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,637 N KENWOOD AVE ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'637 N Kenwood Ave, Baltimore, Maryland, 21205',)",39.2987029625,-76.5780055736,2014,4,45,307
13284,631389,15-00141503,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,623 N KENWOOD AVE ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'623 N Kenwood Ave, Baltimore, Maryland, 21205',)",39.298433726999995,-76.5779857597,2014,4,45,307
13285,631390,15-00141511,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,609 N KENWOOD AVE ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'609 N Kenwood Ave, Baltimore, Maryland, 21205',)",39.2981726502,-76.5779647803,2014,4,45,307
13286,631391,15-00141519,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,626 N STREEPER ST ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'626 N Streeper St, Baltimore, Maryland, 21205',)",39.2984978307,-76.5773563791,2014,4,45,307
13287,631392,15-00141527,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,638 N STREEPER ST ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'638 N Streeper St, Baltimore, Maryland, 21205',)",39.2987076246,-76.5773657033,2014,4,45,307
13288,631393,15-00141604,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,632 N STREEPER ST ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'632 N Streeper St, Baltimore, Maryland, 21205',)",39.2985980655,-76.5773657033,2014,4,45,307
13289,631394,15-00141612,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,628 N STREEPER ST ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'628 N Streeper St, Baltimore, Maryland, 21205',)",39.2985374584,-76.5773563791,2014,4,45,307
13290,631395,15-00141626,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,609 N KENWOOD AVE ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'609 N Kenwood Ave, Baltimore, Maryland, 21205',)",39.2981726502,-76.5779647803,2014,4,45,307
13329,631434,14-00834709,RATRUBPR,SW-Rat Rubout - Proactive,MADISON-EASTEND,3017 E MONUMENT ST ,BALTIMORE CITY,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'3017 E Monument St, Baltimore, Maryland, 21205',)",39.2991132251,-76.5746791783,2014,4,45,307
13330,631435,14-00834720,RATRUBPR,SW-Rat Rubout - Proactive,MADISON-EASTEND,3019 E MONUMENT ST ,BALTIMORE CITY,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'3019 E Monument St, Baltimore, Maryland, 21205',)",39.2991237148,-76.574609247,2014,4,45,307
13332,631437,14-00834784,RATRUBPR,SW-Rat Rubout - Proactive,EASTERWOOD,1701  APPLETON ST ,BALTIMORE CITY,MD,21217.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'1701 Appleton St, Baltimore, Maryland, 21217',)",39.3079327181,-76.64888553,2014,4,45,307
13333,631438,14-00834786,RATRUBPR,SW-Rat Rubout - Proactive,EASTERWOOD,1705  APPLETON ST ,BALTIMORE CITY,MD,21217.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'1705 Appleton St, Baltimore, Maryland, 21217',)",39.3080119736,-76.64888553,2014,4,45,307
13532,631637,15-00141485,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,2811 E MONUMENT ST ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'2811 E Monument St, Baltimore, MD 21205, United States',)",39.2988357544,-76.57762146,2014,4,45,307
13533,631638,15-00141488,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,2819 E MONUMENT ST ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'2819 E Monument St, Baltimore, MD 21205, United States',)",39.2988433838,-76.5774307251,2014,4,45,307
13534,631639,15-00141515,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,608 N STREEPER ST ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'608 N Streeper St, Baltimore, MD 21205, United States',)",39.2981796265,-76.5774841309,2014,4,45,307
13535,631640,15-00141604,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,632 N STREEPER ST ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'632 N Streeper St, Baltimore, MD 21205, United States',)",39.2985992432,-76.577507019,2014,4,45,307
13536,631641,15-00141624,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,606 N STREEPER ST ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'606 N Streeper St, Baltimore, MD 21205, United States',)",39.298141479499996,-76.5774765015,2014,4,45,307
13537,631642,15-00141632,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,2815 E MONUMENT ST ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'2815 E Monument St, Baltimore, MD 21205, United States',)",39.2988395691,-76.5775299072,2014,4,45,307
13580,631685,14-00834709,RATRUBPR,SW-Rat Rubout - Proactive,MADISON-EASTEND,3017 E MONUMENT ST ,BALTIMORE CITY,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'3017 E Monument St, Baltimore, MD 21205, United States',)",39.2989578247,-76.5746765137,2014,4,45,307
13581,631686,14-00834786,RATRUBPR,SW-Rat Rubout - Proactive,EASTERWOOD,1705  APPLETON ST ,BALTIMORE CITY,MD,21217.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'1705 Appleton St, Baltimore, MD 21217, United States',)",39.308025360100004,-76.6486663818,2014,4,45,307
13795,631900,15-00141493,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,645 N KENWOOD AVE ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'645 N Kenwood Ave, Baltimore, Maryland, 21205',)",39.2988626389,-76.5780148978,2014,4,45,307
13796,631901,15-00141496,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,637 N KENWOOD AVE ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'637 N Kenwood Ave, Baltimore, Maryland, 21205',)",39.2987029625,-76.5780055736,2014,4,45,307
13797,631902,15-00141503,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,623 N KENWOOD AVE ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'623 N Kenwood Ave, Baltimore, Maryland, 21205',)",39.298433726999995,-76.5779857597,2014,4,45,307
13798,631903,15-00141511,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,609 N KENWOOD AVE ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'609 N Kenwood Ave, Baltimore, Maryland, 21205',)",39.2981726502,-76.5779647803,2014,4,45,307
13799,631904,15-00141519,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,626 N STREEPER ST ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'626 N Streeper St, Baltimore, Maryland, 21205',)",39.2984978307,-76.5773563791,2014,4,45,307
13800,631905,15-00141527,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,638 N STREEPER ST ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'638 N Streeper St, Baltimore, Maryland, 21205',)",39.2987076246,-76.5773657033,2014,4,45,307
13801,631906,15-00141612,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,628 N STREEPER ST ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'628 N Streeper St, Baltimore, Maryland, 21205',)",39.2985374584,-76.5773563791,2014,4,45,307
13802,631907,15-00141616,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,612 N STREEPER ST ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'612 N Streeper St, Baltimore, Maryland, 21205',)",39.2982577333,-76.5773353997,2014,4,45,307
13803,631908,15-00141624,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,606 N STREEPER ST ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'606 N Streeper St, Baltimore, Maryland, 21205',)",39.2981574985,-76.5773260755,2014,4,45,307
13804,631909,15-00141626,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,609 N KENWOOD AVE ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'609 N Kenwood Ave, Baltimore, Maryland, 21205',)",39.2981726502,-76.5779647803,2014,4,45,307
13847,631952,14-00834720,RATRUBPR,SW-Rat Rubout - Proactive,MADISON-EASTEND,3019 E MONUMENT ST ,BALTIMORE CITY,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'3019 E Monument St, Baltimore, Maryland, 21205',)",39.2991237148,-76.574609247,2014,4,45,307
14062,632167,15-00141485,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,2811 E MONUMENT ST ,BALTIMORE,MD,21205.0,Mass Closed,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'2811 E Monument St, Baltimore, Maryland, 21205',)",39.298993176399996,-76.5775999722,2014,4,45,307
14063,632168,15-00141488,RATRUBPR,SW-Rat Rubout - Proactive,MCELDERRY PARK,2819 E MONUMENT ST ,BALTIMORE,MD,21205.0,Mass Entry,2014-11-03 08:00:00,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'2819 E Monument St, Baltimore, Maryland, 21205',)",39.2990036661,-76.5774391311,2014,4,45,307
12317,630422,14-00827139,HLTHRATR,SW-Rat Rubout,LAKELAND,2625  MARBOURNE AVE ,BALTIMORE CITY,MD,21230.0,Phone,2014-11-03 20:28:26,11/17/2014,11/08/2014,CLOSED,Dispatch Investigator,Area Baited,11/07/2014,"(u'2625 Marbourne Ave, Baltimore, Maryland, 21230',)",39.2528677077,-76.6452957269,2014,4,45,307
12254,630359,14-00827215,HLTHRATR,SW-Rat Rubout,HAMPDEN,3633  ELM AVE ,BALTIMORE CITY,MD,21211.0,Interface,2014-11-03 20:36:27,11/17/2014,11/13/2014,CLOSED,Dispatch Investigator,Area Baited,11/13/2014,"(u'3633 Elm Ave, Baltimore, Maryland, 21211',)",39.332343377,-76.6312756829,2014,4,45,307
12066,630171,14-00827527,HLTHRATR,SW-Rat Rubout,GLENHAM-BELFORD,6017  WALTHER AVE ,BALTIMORE CITY,MD,21206.0,Phone,2014-11-03 21:30:00,11/17/2014,11/13/2014,CLOSED,Dispatch Investigator,Area Baited,11/13/2014,"(u'6017 Walther Ave, Baltimore, Maryland, 21206',)",39.350662693000004,-76.5446480084,2014,4,45,307
11931,630036,14-00827848,RATRUBPR,SW-Rat Rubout - Proactive,HIGHLANDTOWN,3922  CLAREMONT ST ,BALTIMORE CITY,MD,21224.0,Mass Entry,2014-11-03 22:39:48,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'3922 Claremont St, Baltimore, Maryland, 21224',)",39.2896177306,-76.56383167989999,2014,4,45,307
11930,630035,14-00827848,RATRUBPR,SW-Rat Rubout - Proactive,HIGHLANDTOWN,3922  CLAREMONT ST ,BALTIMORE CITY,MD,21224.0,Mass Closed,2014-11-03 22:39:48,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'3922 Claremont St, Baltimore, Maryland, 21224',)",39.2896177306,-76.56383167989999,2014,4,45,307
11924,630029,14-00827861,RATRUBPR,SW-Rat Rubout - Proactive,KRESSON,33 S KRESSON ST ,BALTIMORE CITY,MD,21224.0,Mass Entry,2014-11-03 22:43:29,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'33 S Kresson St, Baltimore, Maryland, 21224',)",39.292283276199996,-76.5598654143,2014,4,45,307
11923,630028,14-00827861,RATRUBPR,SW-Rat Rubout - Proactive,KRESSON,33 S KRESSON ST ,BALTIMORE CITY,MD,21224.0,Mass Closed,2014-11-03 22:43:29,11/08/2014,11/03/2014,CLOSED,Dispatch Investigator,Area Baited,11/03/2014,"(u'33 S Kresson St, Baltimore, Maryland, 21224',)",39.292283276199996,-76.5598654143,2014,4,45,307
